email,senha,nome,sobrenome,cep,endereco,numero,complemento,cidade,apelido cartao,pan,dataexp,cvv,cpf
marcos.moreira@gmail.com,e34696,Marcos,Moreira,371048512,Marechal Dante Calopsita Pera,1558,Ap. 174,Monte Alegre do Sul,VISA teste,4716270192589590,0828,407,33542481752
luna.yamada@outlook.com,2f0503,Luna,Yamada,460152116,Presidente Luiz da Yamada Pereira,1621,Casa,Campo Grande,VISA teste,4916686882405290,1023,143,22613381172
sandra.meneghel@outlook.com,ca2fc6,Sandra,Meneghel,105551381,Marechal Eduarda Lopes Meneghel,1044,Casa,Manaus,VISA teste,4916145803333150,0528,378,84231872387
carolina.pedri@gmail.com,32deac,Carolina,Pedri,148857218,Coronel Marcos Sousa Yamada,893,Ap. 123,Cuiabá,VISA teste,4916399917710620,0929,171,61657045105
andré.martins@gmail.com,394592,André,Martins,750040617,Coronel Mariana Kruger Calopsita,785,Casa,Campo Grande,VISA teste,4024007179690970,0221,353,70030815567
elaini.gallice@gmail.com,006f00,Elaini,Gallice,662211561,Marechal Edson Meneghel Kawasaki,395,Ap. 68,Campo Largo,VISA teste,4716034944773360,0521,415,82522432432
roberto.souza@gmail.com,29ecba,Roberto,Souza,356651154,Marechal Isabella Kawasaki Maruffa,1483,Casa,Maceió,VISA teste,4024007157450000,0027,970,37447283632
caio.moreira@outlook.com,172fc7,Caio,Moreira,202811718,Coronel Maria Iboshi Handa,1910,Ap. 20,Belo Horizonte,VISA teste,4539348106641290,0028,120,77008825463
laura.franco@bol.com.br,7250d1,Laura,Franco,358662470,Marechal Minas Gerais,1011,Ap. 83,Belém,VISA teste,4539628651358260,0721,053,84658232183
enzo.kniss@gmail.com,e83993,Enzo,Kniss,763102561,Presidente Renan Maruffa Moreira,326,Ap. 41,Divinópolis,VISA teste,4539007146116740,0729,182,33732255341
denise.martins@bol.com.br,cdeadc,Denise,Martins,712717561,Presidente Mariana Rodrigues Padovani,1891,Ap. 200,Belém,VISA teste,4539507476415630,1021,743,81262276303
aline.gil@gmail.com,1dce89,Aline,Gil,175420815,Coronel Mato Grosso,976,Ap. 175,Cuiabá,VISA teste,4024007116652830,0122,137,37840012813
marcos.cremonezi@gmail.com,81cd57,Marcos,Cremonezi,636134038,Presidente Jorge Barreto Pereira,486,Casa,Vitória,VISA teste,4916434475684170,0128,438,48388431622
enzo.dudeque@outlook.com,3ca8b6,Enzo,Dudeque,430764314,Presidente José Krajuska Olini,1788,Ap. 126,Aracaju,VISA teste,4539936137972530,0921,385,80000135042
marcus.maruffa@outlook.com,9b5946,Marcus,Maruffa,235608672,Coronel Bahia,118,Ap. 179,Santa Maria,VISA teste,4916284450598510,0228,126,44322156312
silvana.calopsita@gmail.com,20f641,Silvana,Calopsita,611011645,Marechal Marcus Meneghel Pera,426,Casa,Rio de Janeiro,VISA teste,4249585324289680,0921,134,23237484515
marcos.iboshi@outlook.com,e64c76,Marcos,Iboshi,234508856,Marechal José de Schumacher Krum,988,Casa,Aracaju,VISA teste,4224614465129250,0525,102,02465144860
fernando.yamada@bol.com.br,6bb261,Fernando,Yamada,301044305,Marechal Minas Gerais,420,Casa,Curitibanos,VISA teste,4556201930757990,0922,480,80807040608
caio.krajuska@bol.com.br,e34682,Caio,Krajuska,050776580,Marechal Dante Pereira Sousa,696,Casa,Campo Largo,VISA teste,4532884011337430,0524,996,72811334084
maria.pedri@bol.com.br,d2682a,Maria,Pedri,568372345,Coronel Mato Grosso do Sul,1644,Casa,Monte Alegre do Sul,VISA teste,4916705182970230,0727,704,61670188122
edson.kruger@outlook.com,736e6f,Edson,Kruger,215630701,Marechal Maria Lopes Lopes,636,Ap. 133,Manaus,VISA teste,4916814998958760,0922,413,30788815676
emerson.sousa@gmail.com,32a466,Emerson,Sousa,227817230,Presidente Amazonas,805,Ap. 152,Campo Grande,VISA teste,4532823074367780,0429,384,50853564701
roberto.krum@outlook.com,a8ba6d,Roberto,Krum,755808416,Presidente Eduardo Yamada Olini,1925,Casa,Cuiabá,VISA teste,4916138931369100,0627,005,26607537545
thiago.ameixa@bol.com.br,f65589,Thiago,Ameixa,644613340,Presidente Sergipe,1208,Casa,Belém,VISA teste,4711905381645640,0723,328,11373013036
luna.pera@outlook.com,df13f7,Luna,Pera,632863808,Coronel Edson Cremonezi Pereira,1506,Ap. 72,Maceió,VISA teste,4556836937490040,0824,930,27342034611
alfredo.franco@bol.com.br,2e52fd,Alfredo,Franco,271353061,Coronel Laura Kawasaki Kruger,160,Casa,São Paulo,VISA teste,4716705379184700,1125,385,86161650200
denise.rodrigues@outlook.com,e827db,Denise,Rodrigues,228058173,Coronel Sandra de Calopsita Krajuska,30,Casa,Aracaju,VISA teste,4716653138019380,0321,131,48040443600
jorge.handa@outlook.com,8f77c9,Jorge,Handa,163778463,Marechal Elaini Andrade Dencker,201,Casa,Porto Seguro,VISA teste,4573443297335080,0725,299,21427563065
marcos.martins@outlook.com,703cad,Marcos,Martins,352874440,Coronel Guilherme de Starosta Moreira,262,Ap. 24,Palotina,VISA teste,4556622366193140,0722,199,22303381827
fernando.kruger@outlook.com,424b4d,Fernando,Kruger,254344027,Presidente Alfredo da Lopes Gallice,392,Casa,Florianópolis,VISA teste,4279961063027340,0328,841,78888624743
aline.meneghel@outlook.com,0f76f7,Aline,Meneghel,055607628,Coronel Rio Grande do Sul,1354,Ap. 18,Santa Maria,VISA teste,4929694041104050,0321,347,07865113334
denise.kawasaki@outlook.com,54b5fc,Denise,Kawasaki,066753675,Presidente Júlia Cremonezi Dencker,97,Ap. 94,Rio de Janeiro,VISA teste,4556926177008380,0824,077,65772127655
josé.andrade@outlook.com,b67533,José,Andrade,116751137,Marechal Eloisa Ameixa Franco,1314,Ap. 109,Divinópolis,VISA teste,4024007127427750,0923,125,33164671640
eduarda.pedri@bol.com.br,bc7b11,Eduarda,Pedri,007154412,Presidente Mato Grosso,1988,Ap. 38,Campo Grande,VISA teste,4486112339248940,0225,220,33314873481
andré.kruger@outlook.com,cc8403,André,Kruger,276281608,Presidente Carolina de Martins Harres,288,Casa,Maceió,VISA teste,4486185340719100,0029,454,76652713888
denise.dencker@bol.com.br,7966fd,Denise,Dencker,573128361,Presidente Daniel da Starosta Gomes,750,Ap. 130,Porto Seguro,VISA teste,4800692091351760,0923,406,38437063475
guilherme.lopes@outlook.com,bf1fd2,Guilherme,Lopes,234657472,Presidente Marcus Queiroz Starosta,1866,Ap. 144,Porto Seguro,VISA teste,4532739725798550,0222,091,32084472056
ossian.andrade@gmail.com,4b7694,Ossian,Andrade,082068747,Coronel Sandra de Martins Starosta,1724,Casa,Itapoá,VISA teste,4916894072101030,1127,705,81507780327
sandra.pereira@bol.com.br,dd7d8d,Sandra,Pereira,832862772,Presidente Roberto da Souza Barreto,1274,Ap. 38,Curitiba,VISA teste,4539436188711730,0024,184,81124643682
renan.pereira@outlook.com,e7c2eb,Renan,Pereira,864034144,Coronel Aline Krum Padovani,1804,Ap. 39,Palotina,VISA teste,4556887117875360,0429,577,36431117236
pedro.starosta@bol.com.br,823b39,Pedro,Starosta,187067384,Presidente Antonio Rodrigues Lopes,1564,Casa,Aracaju,VISA teste,4537098580736580,1024,075,72852073867
laura.ameixa@outlook.com,069d8b,Laura,Ameixa,627077252,Presidente Rio Grande do Sul,546,Ap. 99,Santa Maria,VISA teste,4024007177262420,0628,100,51431422841
sandra.kovalski@bol.com.br,6321e8,Sandra,Kovalski,235044258,Coronel Luis Starosta Krum,1210,Ap. 38,Campo Grande,VISA teste,4929269552067980,1121,805,21035043152
aline.kruger@outlook.com,989964,Aline,Kruger,685747813,Marechal Amazonas,46,Ap. 125,Vitória,VISA teste,4916124101535770,0924,837,51575258751
livia.campos@gmail.com,cba467,Livia,Campos,638743555,Coronel Caio Schumacher Ameixa,1967,Ap. 40,Palotina,VISA teste,4024007164675910,0724,761,74171057111
dante.moreira@outlook.com,0e5c14,Dante,Moreira,324042268,Presidente Luiz Padovani Megumi,750,Casa,Vitória,VISA teste,4024007198241700,0828,949,88287057053
alfredo.gomes@bol.com.br,225ebe,Alfredo,Gomes,862540131,Presidente Eloisa da Martins Krajuska,1862,Casa,Campo Largo,VISA teste,4373308733237960,0527,212,08861545148
alfredo.dencker@outlook.com,a151f5,Alfredo,Dencker,314151827,Coronel Natalie da Souza Krum,1238,Ap. 108,Belo Horizonte,VISA teste,4916423768532420,0726,948,24345471525
aline.starosta@outlook.com,8959ad,Aline,Starosta,718527408,Presidente Renan Handa Meneghel,1306,Casa,Monte Alegre do Sul,VISA teste,4486867677947520,0827,288,56277667352
luna.pera@gmail.com,df13f7,Luna,Pera,860624106,Marechal Natalie Starosta Padovani,1724,Ap. 131,Palotina,VISA teste,4532688868482520,0223,073,11143057160
júlia.queiroz@gmail.com,ab4bd5,Júlia,Queiroz,356078885,Coronel Eduarda da Souza Krajuska,1686,Ap. 65,Cuiabá,VISA teste,4662821942038240,1029,468,83044212702
daniel.ameixa@outlook.com,70461c,Daniel,Ameixa,685842545,Presidente Marcus Dudeque Dencker,1847,Casa,Curitibanos,VISA teste,4321195078283530,0029,428,62517738017
roberto.megumi@outlook.com,1f46aa,Roberto,Megumi,256166440,Marechal Laura de Kawasaki Kovalski,1969,Casa,Belém,VISA teste,4024007125536720,1121,459,82751127665
eduarda.cremonezi@outlook.com,d2024a,Eduarda,Cremonezi,037082143,Coronel Denise da Kruger Gomes,124,Ap. 112,Aracaju,VISA teste,4562823324088440,0427,513,65708173183
josé.pera@outlook.com,d2e766,José,Pera,636323374,Marechal Pedro Kovalski Pera,928,Casa,Divinópolis,VISA teste,4532290406611010,0229,726,18366212411
sandra.gallice@outlook.com,39e191,Sandra,Gallice,266276774,Presidente Sílvio Cremonezi Iboshi,43,Casa,Florianópolis,VISA teste,4539121939086740,0725,228,35823750027
júlia.moreira@outlook.com,1d2d90,Júlia,Moreira,636325802,Presidente Eduarda de Pedri Vicente,1336,Casa,Porto Seguro,VISA teste,4556789935295550,0322,033,14405028080
andré.handa@outlook.com,19b234,André,Handa,757228551,Coronel Fernando de Kruger Andrade,1908,Ap. 157,Rio de Janeiro,VISA teste,4929227799366040,0923,464,74252661088
caio.ameixa@outlook.com,f70042,Caio,Ameixa,278262887,Presidente Edson Kovalski Dudeque,519,Casa,Cuiabá,VISA teste,4716686239454110,0522,910,05712881655
carolina.meneghel@outlook.com,e3adb4,Carolina,Meneghel,535130282,Coronel Alan Pedri Padovani,1826,Ap. 118,Itapoá,VISA teste,4929209018985870,0921,746,04571301445
luis.moreira@gmail.com,5a5820,Luis,Moreira,747644752,Presidente Guilherme Cremonezi Campos,372,Casa,Porto Alegre,VISA teste,4619640835107420,0722,190,61112574188
enzo.campos@outlook.com,06980e,Enzo,Campos,810351242,Coronel Alagoas,1944,Ap. 149,Santa Maria,VISA teste,4024007107486300,1029,691,30581437337
guilherme.harres@outlook.com,ee2e9d,Guilherme,Harres,015508562,Coronel André Andrade Cremonezi,1509,Ap. 96,Vitória,VISA teste,4539131634770380,0627,468,88013450147
alfredo.kruger@gmail.com,22f2fb,Alfredo,Kruger,866774734,Presidente Alfredo de Calopsita Moreira,1184,Ap. 53,Maceió,VISA teste,4532758352539650,0521,804,64174763477
natalie.pereira@bol.com.br,cd5e47,Natalie,Pereira,088456170,Marechal Denise Franco Kniss,264,Ap. 136,São Paulo,VISA teste,4024007125757660,0027,651,27678113742
eduardo.dencker@outlook.com,c948ad,Eduardo,Dencker,631415025,Presidente Alfredo da Lopes Olini,393,Casa,Palotina,VISA teste,4929170122082660,0522,849,82434053276
aline.kawasaki@bol.com.br,f95bb8,Aline,Kawasaki,408764472,Coronel Denise de Padovani Ameixa,372,Casa,Divinópolis,VISA teste,4929077065658180,0023,143,73856025404
júlia.handa@gmail.com,ad75da,Júlia,Handa,660507171,Presidente Jorge Rodrigues Rodrigues,1068,Ap. 82,Cuiabá,VISA teste,4716534577438530,0922,909,25467368151
maria.shinohata@gmail.com,b0348e,Maria,Shinohata,721257302,Marechal Alan de Gil Gil,792,Ap. 163,Palotina,VISA teste,4716281082736230,0821,790,47456301876
laura.sousa@gmail.com,b41bc8,Laura,Sousa,637843360,Presidente Luna Yamada Barreto,1254,Casa,Campo Largo,VISA teste,4024007158387920,0429,777,53105487450
júlia.pera@outlook.com,b7ef62,Júlia,Pera,286830244,Coronel Caio Campos Kniss,1204,Ap. 42,Aracaju,VISA teste,4024007149660080,1228,710,80051505808
daniel.gomes@outlook.com,b6ee30,Daniel,Gomes,637182027,Marechal Mariana da Queiroz Pedri,553,Ap. 149,Porto Seguro,VISA teste,4929964201556290,0521,880,23755850451
pedro.sousa@outlook.com,f9d682,Pedro,Sousa,441712371,Coronel Amapá,1102,Ap. 153,Campo Largo,VISA teste,4929090235525080,1229,659,20648308343
marcos.kruger@gmail.com,d23cb8,Marcos,Kruger,274707088,Presidente Carolina de Gil Krum,1281,Casa,Porto Seguro,VISA teste,4539396061485750,0323,241,16768414748
enzo.vicente@bol.com.br,4a9168,Enzo,Vicente,356415037,Presidente Laura de Strozzi Iboshi,80,Ap. 105,São Paulo,VISA teste,4716432010716200,1226,872,37815866646
sandra.sousa@outlook.com,2ffd5b,Sandra,Sousa,276661660,Presidente Amapá,1158,Casa,Campo Grande,VISA teste,4669912786369480,1228,688,02061733506
luiz.kruger@outlook.com,0e12b1,Luiz,Kruger,316867707,Coronel Eduarda da Rodrigues Pedri,276,Casa,Palotina,VISA teste,4916621188155060,1022,883,64720443347
luiz.strozzi@outlook.com,30986e,Luiz,Strozzi,741622410,Coronel Elaini da Franco Souza,1538,Casa,São Paulo,VISA teste,4716282855465990,0322,980,07438770821
dante.harres@gmail.com,445e0f,Dante,Harres,466880640,Marechal Edson de Padovani Barreto,1519,Ap. 153,Belém,VISA teste,4929414035427870,0027,172,43275348308
marcus.olini@gmail.com,edcd96,Marcus,Olini,370120164,Presidente Maria da Krum Moreira,1495,Casa,Curitiba,VISA teste,4539275559941340,0629,184,37360118287
guilherme.schumacher@outlook.com,c071bf,Guilherme,Schumacher,155664361,Presidente Mato Grosso,387,Casa,Florianópolis,VISA teste,4486223228055720,0928,447,70207240811
marcos.pedri@outlook.com,d11004,Marcos,Pedri,052478346,Presidente Sandra de Martins Megumi,1935,Ap. 173,Palotina,VISA teste,4556666545509620,0628,634,27675175812
carolina.pedri@outlook.com,32deac,Carolina,Pedri,431623603,Presidente Alan Campos Krum,1664,Casa,Vitória,VISA teste,4556392005928000,0123,204,70362832685
alfredo.kniss@gmail.com,703d4c,Alfredo,Kniss,605353227,Presidente Mato Grosso,1156,Casa,Itapoá,VISA teste,4024007171028740,1024,663,82415644316
livia.gil@outlook.com,c5e955,Livia,Gil,150657072,Coronel Eduardo Krum Queiroz,549,Ap. 166,Divinópolis,VISA teste,4556943812867600,0429,195,72836332202
denise.strozzi@outlook.com,66798c,Denise,Strozzi,351036345,Marechal Aline Kovalski Kniss,1415,Ap. 111,Cuiabá,VISA teste,4532749442417610,0727,007,20444747687
amadeus.vicente@bol.com.br,6894ff,Amadeus,Vicente,667257176,Coronel Ada de Lopes Campos,1430,Ap. 81,Curitiba,VISA teste,4539010790075400,0621,274,15321086846
edson.shinohata@gmail.com,e734af,Edson,Shinohata,108267012,Coronel Dante Starosta Vicente,1183,Ap. 70,Porto Seguro,VISA teste,4556322769221870,0021,508,41217236252
ada.padovani@gmail.com,ff08b0,Ada,Padovani,668818823,Coronel José de Olini Sousa,534,Ap. 71,Porto Seguro,VISA teste,4929121143327080,0326,052,37640487413
silvana.cremonezi@outlook.com,b2cc4f,Silvana,Cremonezi,368370541,Presidente Paraná,1511,Casa,Itapoá,VISA teste,4916544472814240,1225,302,50106000502
silvana.moreira@bol.com.br,aa8dd6,Silvana,Moreira,142187186,Marechal Daniel Lopes Campos,411,Ap. 112,Divinópolis,VISA teste,4716233177355600,1023,420,40627868100
caio.kovalski@gmail.com,5e313e,Caio,Kovalski,162068706,Coronel Caio Padovani Olini,1860,Casa,Rio de Janeiro,VISA teste,4486112364413010,1024,282,68688618425
júlia.andrade@outlook.com,7a2420,Júlia,Andrade,643071121,Presidente Sílvio Ameixa Vicente,807,Ap. 133,Itapoá,VISA teste,4486572757927070,0829,141,48330780278
edson.vicente@bol.com.br,57667f,Edson,Vicente,248473470,Marechal Luis de Moreira Krajuska,490,Casa,Rio de Janeiro,VISA teste,4556030825268940,1229,334,27468340704
denise.strozzi@outlook.com,66798c,Denise,Strozzi,348476604,Coronel Antonio da Souza Kawasaki,796,Ap. 39,Salvador,VISA teste,4556575077616010,0127,632,74815862824
elaini.dudeque@outlook.com,662181,Elaini,Dudeque,106082402,Marechal Marcus Gil Cremonezi,1589,Casa,Vitória,VISA teste,4516084395000590,1024,372,50726311026
andré.vicente@outlook.com,2d6026,André,Vicente,523144721,Coronel Eloisa Krum Kawasaki,1227,Casa,Santa Maria,VISA teste,4556429152720320,0721,303,50756875386
eduardo.kniss@outlook.com,998565,Eduardo,Kniss,838802064,Marechal Eduarda Pereira Barreto,1473,Ap. 128,Porto Alegre,VISA teste,4532843086294660,0621,308,55286761530
sandra.kawasaki@outlook.com,e6fb5d,Sandra,Kawasaki,466287027,Marechal Luiz de Ameixa Harres,511,Ap. 74,Belém,VISA teste,4539672816083760,0329,724,48418575688
sandra.maruffa@gmail.com,ecfa6c,Sandra,Maruffa,320685435,Presidente Alan da Handa Queiroz,916,Ap. 140,Campo Largo,VISA teste,4716808191907060,1126,631,67123331773
marcos.lopes@outlook.com,9d37a8,Marcos,Lopes,826155044,Coronel Eloisa Cremonezi Dencker,91,Casa,Belém,VISA teste,4826303022135540,0526,398,01143782335
enzo.harres@gmail.com,e4d20f,Enzo,Harres,255664143,Coronel Renan Shinohata Pedri,927,Casa,Monte Alegre do Sul,VISA teste,4486163010090500,0922,283,33474884320
amadeus.moreira@outlook.com,68d591,Amadeus,Moreira,685247485,Marechal José de Dencker Padovani,1407,Casa,Belém,VISA teste,4916766250311660,1129,195,27885571728
pedro.gallice@gmail.com,2fd3d0,Pedro,Gallice,664721681,Marechal Luiz Pedri Harres,944,Ap. 165,Santa Maria,VISA teste,4486262761978870,0825,886,31464551061
isabella.yamada@outlook.com,17957e,Isabella,Yamada,670514347,Presidente Alan Sousa Moreira,184,Casa,Divinópolis,VISA teste,4532488884169200,0526,841,04657272470
ada.kawasaki@gmail.com,ee9c76,Ada,Kawasaki,470581051,Coronel Júlia de Campos Cremonezi,535,Ap. 139,Belém,VISA teste,4716752337008720,0221,900,08814380016
emerson.kniss@bol.com.br,259488,Emerson,Kniss,472717384,Coronel Caio Lopes Krajuska,1119,Casa,Divinópolis,VISA teste,4716057027193010,1125,587,01385677814
sílvio.ameixa@gmail.com,9eb9ea,Sílvio,Ameixa,380115373,Marechal Natalie de Strozzi Olini,547,Casa,Itapoá,VISA teste,4532433994261380,0729,712,10347761281
eduarda.ameixa@outlook.com,640d40,Eduarda,Ameixa,722863808,Coronel Eloisa da Handa Starosta,1499,Casa,Santa Maria,VISA teste,4716653628740060,0324,745,51085447777
silvana.kawasaki@gmail.com,bb09b3,Silvana,Kawasaki,622702467,Marechal Marcos Maruffa Kawasaki,1214,Ap. 45,Curitibanos,VISA teste,4716862987962560,0129,806,72106616311
enzo.shinohata@outlook.com,94806f,Enzo,Shinohata,015300554,Presidente Marcus de Ameixa Krum,159,Ap. 11,Santa Maria,VISA teste,4916173613475360,0326,257,44172534082
luna.calopsita@gmail.com,4781ac,Luna,Calopsita,316442057,Presidente André Rodrigues Krum,521,Ap. 40,Monte Alegre do Sul,VISA teste,4486525687642720,0724,081,12838033050
daniel.lopes@outlook.com,154eb8,Daniel,Lopes,576243072,Marechal Alan Meneghel Gil,1786,Casa,Campo Grande,VISA teste,4716769626688020,0928,095,27640760865
enzo.handa@gmail.com,b3f52f,Enzo,Handa,168860350,Presidente Aline Pera Gomes,1183,Ap. 122,Porto Alegre,VISA teste,4777389232537990,0922,324,65407663345
maria.martins@bol.com.br,d56a5f,Maria,Martins,011372753,Presidente Sandra da Campos Cremonezi,199,Casa,Curitibanos,VISA teste,4336581411084260,0629,416,02026534184
emerson.maruffa@outlook.com,652005,Emerson,Maruffa,786677433,Coronel Guilherme da Souza Shinohata,690,Casa,Campo Grande,VISA teste,4556203645505230,0823,465,74011170440
dante.martins@gmail.com,c47d10,Dante,Martins,371577452,Coronel Luis da Calopsita Maruffa,1124,Casa,Maceió,VISA teste,4916838672150660,0429,308,23154821861
daniel.cremonezi@outlook.com,d7bc61,Daniel,Cremonezi,843324068,Coronel Natalie da Cremonezi Vicente,1610,Casa,Palotina,VISA teste,4024007145492100,0822,917,12875232118
edson.kruger@outlook.com,736e6f,Edson,Kruger,440170006,Presidente Edson Rodrigues Yamada,457,Casa,Divinópolis,VISA teste,4024007126965930,0621,182,64803886010
guilherme.padovani@outlook.com,ea273d,Guilherme,Padovani,130527421,Coronel Amapá,853,Casa,Aracaju,VISA teste,4929410922202800,1224,535,05684148643
alan.barreto@gmail.com,7c07ad,Alan,Barreto,107683163,Presidente Maria Kniss Lopes,1524,Ap. 63,Aracaju,VISA teste,4539769926414010,1028,029,53034335877
luiz.megumi@gmail.com,d17275,Luiz,Megumi,580855730,Presidente Amadeus Harres Queiroz,631,Ap. 191,Cuiabá,VISA teste,4606588440847880,0521,344,33845754007
jorge.lopes@outlook.com,c4c1f4,Jorge,Lopes,643456228,Coronel Renan de Kniss Moreira,1643,Ap. 101,Divinópolis,VISA teste,4486056623209560,0525,168,66256513600
antonio.harres@gmail.com,d1951a,Antonio,Harres,467017151,Coronel Antonio Sousa Calopsita,1464,Ap. 84,Belo Horizonte,VISA teste,4929168461885110,1021,815,23286578582
luna.martins@gmail.com,f48534,Luna,Martins,140663401,Coronel Jorge Franco Campos,1928,Casa,Salvador,VISA teste,4486803866388880,1129,176,88013871385
andré.krajuska@outlook.com,2587c0,André,Krajuska,140536675,Coronel Mariana Pereira Olini,1674,Casa,Itapoá,VISA teste,4532635269268330,0829,826,16726261105
